0.000,"Info","2024-01-10 11:11:19","Service 'ymaze_inLT' : Execution start"
0.000,"Info","Subject Identification","5"
0.000,"Info","Apparatus","139"
0.000,"Info","Unit ID","3A843F"
"TIME","","","ARENA","ACTION","ZONE"
30.956,"Info","Arena",1,"Enter_Zone",1
30.956,"Info","Arena",2,"Enter_Zone",3
30.956,"Info","Arena",3,"Enter_Zone",1
30.956,"Info","Arena",4,"Enter_Zone",3
30.956,"Info","Arena",5,"Enter_Zone",2
30.956,"Info","Arena",6,"Enter_Zone",1
30.956,"Info","Arena",7,"Enter_Zone",4
30.956,"Info","Arena",8,"Enter_Zone",1
31.196,"Info","Arena",5,"Exit_Zone",2
31.196,"Info","Arena",5,"Enter_Zone",4
31.196,"Info","Arena",6,"Exit_Zone",1
31.196,"Info","Arena",6,"Enter_Zone",4
31.289,"Info","Arena",6,"Exit_Zone",4
31.289,"Info","Arena",6,"Enter_Zone",2
31.489,"Info","Arena",5,"Exit_Zone",4
31.489,"Info","Arena",5,"Enter_Zone",1
32.656,"Info","Arena",3,"Exit_Zone",1
32.656,"Info","Arena",3,"Enter_Zone",4
32.889,"Info","Arena",3,"Exit_Zone",4
32.889,"Info","Arena",3,"Enter_Zone",2
33.422,"Info","Arena",4,"Exit_Zone",3
33.422,"Info","Arena",4,"Enter_Zone",4
33.589,"Info","Arena",6,"Exit_Zone",2
33.589,"Info","Arena",6,"Enter_Zone",4
33.689,"Info","Arena",5,"Exit_Zone",1
33.689,"Info","Arena",5,"Enter_Zone",4
33.722,"Info","Arena",2,"Exit_Zone",3
33.722,"Info","Arena",2,"Enter_Zone",4
33.789,"Info","Arena",7,"Exit_Zone",4
33.789,"Info","Arena",7,"Enter_Zone",1
33.855,"Info","Arena",2,"Exit_Zone",4
33.855,"Info","Arena",2,"Enter_Zone",2
33.855,"Info","Arena",4,"Exit_Zone",4
33.855,"Info","Arena",4,"Enter_Zone",1
33.955,"Info","Arena",6,"Exit_Zone",4
33.955,"Info","Arena",6,"Enter_Zone",1
34.089,"Info","Arena",5,"Exit_Zone",4
34.089,"Info","Arena",5,"Enter_Zone",3
35.755,"Info","Arena",2,"Exit_Zone",2
35.755,"Info","Arena",2,"Enter_Zone",4
35.822,"Info","Arena",2,"Exit_Zone",4
35.822,"Info","Arena",2,"Enter_Zone",3
36.389,"Info","Arena",5,"Exit_Zone",3
36.389,"Info","Arena",5,"Enter_Zone",4
36.455,"Info","Arena",5,"Exit_Zone",4
36.455,"Info","Arena",5,"Enter_Zone",2
37.222,"Info","Arena",8,"Exit_Zone",1
37.222,"Info","Arena",8,"Enter_Zone",4
38.055,"Info","Arena",3,"Exit_Zone",2
38.055,"Info","Arena",3,"Enter_Zone",4
38.122,"Info","Arena",8,"Exit_Zone",4
38.122,"Info","Arena",8,"Enter_Zone",3
