0.000,"Info","2023-07-07 16:24:10","Service 'ymaze_inLT' : Execution start"
0.000,"Info","Subject Identification","11"
0.000,"Info","Apparatus","139"
0.000,"Info","Unit ID","3A843F"
"TIME","","","ARENA","ACTION","ZONE"
30.893,"Info","Arena",1,"Enter_Zone",1
30.893,"Info","Arena",2,"Enter_Zone",3
30.893,"Info","Arena",3,"Enter_Zone",1
30.893,"Info","Arena",4,"Enter_Zone",1
30.893,"Info","Arena",5,"Enter_Zone",1
30.893,"Info","Arena",6,"Enter_Zone",4
30.893,"Info","Arena",7,"Enter_Zone",2
30.893,"Info","Arena",8,"Enter_Zone",1
31.093,"Info","Arena",6,"Exit_Zone",4
31.093,"Info","Arena",6,"Enter_Zone",1
31.893,"Info","Arena",7,"Exit_Zone",2
31.893,"Info","Arena",7,"Enter_Zone",1
32.126,"Info","Arena",5,"Exit_Zone",1
32.126,"Info","Arena",5,"Enter_Zone",4
32.260,"Info","Arena",6,"Exit_Zone",1
32.260,"Info","Arena",6,"Enter_Zone",4
32.293,"Info","Arena",5,"Exit_Zone",4
32.293,"Info","Arena",5,"Enter_Zone",2
32.493,"Info","Arena",6,"Exit_Zone",4
32.493,"Info","Arena",6,"Enter_Zone",2
33.326,"Info","Arena",8,"Exit_Zone",1
33.326,"Info","Arena",8,"Enter_Zone",4
33.493,"Info","Arena",8,"Exit_Zone",4
33.493,"Info","Arena",8,"Enter_Zone",3
33.626,"Info","Arena",2,"Exit_Zone",3
33.626,"Info","Arena",2,"Enter_Zone",4
33.793,"Info","Arena",2,"Exit_Zone",4
33.793,"Info","Arena",2,"Enter_Zone",1
33.826,"Info","Arena",1,"Exit_Zone",1
33.826,"Info","Arena",1,"Enter_Zone",4
33.960,"Info","Arena",1,"Exit_Zone",4
33.960,"Info","Arena",1,"Enter_Zone",2
35.426,"Info","Arena",7,"Exit_Zone",1
35.426,"Info","Arena",7,"Enter_Zone",4
35.459,"Info","Arena",7,"Exit_Zone",4
35.459,"Info","Arena",7,"Enter_Zone",3
35.526,"Info","Arena",7,"Exit_Zone",3
35.526,"Info","Arena",7,"Enter_Zone",4
35.593,"Info","Arena",7,"Exit_Zone",4
35.593,"Info","Arena",7,"Enter_Zone",1
35.759,"Info","Arena",1,"Exit_Zone",2
35.759,"Info","Arena",1,"Enter_Zone",4
35.793,"Info","Arena",1,"Exit_Zone",4
35.793,"Info","Arena",1,"Enter_Zone",1
36.459,"Info","Arena",6,"Exit_Zone",2
36.459,"Info","Arena",6,"Enter_Zone",4
36.826,"Info","Arena",6,"Exit_Zone",4
36.826,"Info","Arena",6,"Enter_Zone",3
37.559,"Info","Arena",5,"Exit_Zone",2
37.559,"Info","Arena",5,"Enter_Zone",4
37.892,"Info","Arena",2,"Exit_Zone",1
37.892,"Info","Arena",2,"Enter_Zone",4
37.959,"Info","Arena",2,"Exit_Zone",4
37.959,"Info","Arena",2,"Enter_Zone",1
37.959,"Info","Arena",5,"Exit_Zone",4
37.959,"Info","Arena",5,"Enter_Zone",3
38.659,"Info","Arena",3,"Exit_Zone",1
38.659,"Info","Arena",3,"Enter_Zone",3
39.759,"Info","Arena",8,"Exit_Zone",3
39.759,"Info","Arena",8,"Enter_Zone",4
40.026,"Info","Arena",8,"Exit_Zone",4
40.026,"Info","Arena",8,"Enter_Zone",1
40.092,"Info","Arena",6,"Exit_Zone",3
40.092,"Info","Arena",6,"Enter_Zone",1
40.326,"Info","Arena",5,"Exit_Zone",3
40.326,"Info","Arena",5,"Enter_Zone",2
40.826,"Info","Arena",7,"Exit_Zone",1
40.826,"Info","Arena",7,"Enter_Zone",4
40.926,"Info","Arena",7,"Exit_Zone",4
40.926,"Info","Arena",7,"Enter_Zone",3
41.826,"Info","Arena",5,"Exit_Zone",2
41.826,"Info","Arena",5,"Enter_Zone",4
41.959,"Info","Arena",5,"Exit_Zone",4
41.959,"Info","Arena",5,"Enter_Zone",3
42.026,"Info","Arena",8,"Exit_Zone",1
42.026,"Info","Arena",8,"Enter_Zone",4
42.059,"Info","Arena",7,"Exit_Zone",3
42.059,"Info","Arena",7,"Enter_Zone",4
42.159,"Info","Arena",6,"Exit_Zone",1
42.159,"Info","Arena",6,"Enter_Zone",4
42.259,"Info","Arena",6,"Exit_Zone",4
42.259,"Info","Arena",6,"Enter_Zone",2
42.259,"Info","Arena",8,"Exit_Zone",4
42.259,"Info","Arena",8,"Enter_Zone",3
42.292,"Info","Arena",7,"Exit_Zone",4
42.292,"Info","Arena",7,"Enter_Zone",1
43.725,"Info","Arena",2,"Exit_Zone",1
43.725,"Info","Arena",2,"Enter_Zone",4
43.792,"Info","Arena",2,"Exit_Zone",4
43.792,"Info","Arena",2,"Enter_Zone",2
44.459,"Info","Arena",8,"Exit_Zone",3
44.459,"Info","Arena",8,"Enter_Zone",4
44.759,"Info","Arena",6,"Exit_Zone",2
44.759,"Info","Arena",6,"Enter_Zone",4
44.825,"Info","Arena",1,"Exit_Zone",1
44.825,"Info","Arena",1,"Enter_Zone",4
44.859,"Info","Arena",8,"Exit_Zone",4
44.859,"Info","Arena",8,"Enter_Zone",2
44.959,"Info","Arena",1,"Exit_Zone",4
44.959,"Info","Arena",1,"Enter_Zone",2
45.059,"Info","Arena",6,"Exit_Zone",4
45.059,"Info","Arena",6,"Enter_Zone",3
46.292,"Info","Arena",2,"Exit_Zone",2
