0.000,"Info","2023-07-07 11:42:09","Service 'ymaze_inLT' : Execution start"
0.000,"Info","Subject Identification","3"
0.000,"Info","Apparatus","139"
0.000,"Info","Unit ID","3A843F"
"TIME","","","ARENA","ACTION","ZONE"
30.928,"Info","Arena",1,"Enter_Zone",3
30.928,"Info","Arena",2,"Enter_Zone",2
30.928,"Info","Arena",3,"Enter_Zone",1
30.928,"Info","Arena",4,"Enter_Zone",2
30.928,"Info","Arena",5,"Enter_Zone",3
30.928,"Info","Arena",6,"Enter_Zone",3
30.928,"Info","Arena",7,"Enter_Zone",3
30.928,"Info","Arena",8,"Enter_Zone",4
30.962,"Info","Arena",8,"Exit_Zone",4
30.962,"Info","Arena",8,"Enter_Zone",2
31.129,"Info","Arena",2,"Exit_Zone",2
31.129,"Info","Arena",2,"Enter_Zone",4
31.329,"Info","Arena",2,"Exit_Zone",4
31.329,"Info","Arena",2,"Enter_Zone",3
31.495,"Info","Arena",7,"Exit_Zone",3
31.495,"Info","Arena",7,"Enter_Zone",4
32.128,"Info","Arena",7,"Exit_Zone",4
32.128,"Info","Arena",7,"Enter_Zone",1
32.728,"Info","Arena",8,"Exit_Zone",2
32.728,"Info","Arena",8,"Enter_Zone",4
32.962,"Info","Arena",8,"Exit_Zone",4
32.962,"Info","Arena",8,"Enter_Zone",1
32.995,"Info","Arena",2,"Exit_Zone",3
32.995,"Info","Arena",2,"Enter_Zone",4
33.062,"Info","Arena",1,"Exit_Zone",3
33.062,"Info","Arena",1,"Enter_Zone",4
33.128,"Info","Arena",1,"Exit_Zone",4
33.128,"Info","Arena",1,"Enter_Zone",2
33.295,"Info","Arena",2,"Exit_Zone",4
33.295,"Info","Arena",2,"Enter_Zone",1
33.562,"Info","Arena",4,"Exit_Zone",2
33.562,"Info","Arena",4,"Enter_Zone",4
33.762,"Info","Arena",4,"Exit_Zone",4
33.762,"Info","Arena",4,"Enter_Zone",3
33.795,"Info","Arena",7,"Exit_Zone",1
33.795,"Info","Arena",7,"Enter_Zone",4
33.995,"Info","Arena",7,"Exit_Zone",4
33.995,"Info","Arena",7,"Enter_Zone",2
34.595,"Info","Arena",6,"Exit_Zone",3
34.595,"Info","Arena",6,"Enter_Zone",1
35.062,"Info","Arena",4,"Exit_Zone",3
35.062,"Info","Arena",4,"Enter_Zone",4
35.195,"Info","Arena",4,"Exit_Zone",4
35.195,"Info","Arena",4,"Enter_Zone",2
35.395,"Info","Arena",5,"Exit_Zone",3
35.395,"Info","Arena",5,"Enter_Zone",4
35.428,"Info","Arena",8,"Exit_Zone",1
35.428,"Info","Arena",8,"Enter_Zone",4
35.595,"Info","Arena",8,"Exit_Zone",4
35.595,"Info","Arena",8,"Enter_Zone",3
35.661,"Info","Arena",5,"Exit_Zone",4
35.661,"Info","Arena",5,"Enter_Zone",1
36.461,"Info","Arena",7,"Exit_Zone",2
36.461,"Info","Arena",7,"Enter_Zone",4
36.861,"Info","Arena",7,"Exit_Zone",4
36.861,"Info","Arena",7,"Enter_Zone",3
37.028,"Info","Arena",2,"Exit_Zone",1
37.028,"Info","Arena",2,"Enter_Zone",4
37.061,"Info","Arena",4,"Exit_Zone",2
