0.000,"Info","2023-06-13 14:11:29","Service 'ymaze_inLT' : Execution start"
0.000,"Info","Subject Identification","7"
0.000,"Info","Apparatus","139"
0.000,"Info","Unit ID","3A843F"
"TIME","","","ARENA","ACTION","ZONE"
30.948,"Info","Arena",1,"Enter_Zone",2
30.948,"Info","Arena",2,"Enter_Zone",3
30.948,"Info","Arena",3,"Enter_Zone",1
30.948,"Info","Arena",4,"Enter_Zone",3
30.948,"Info","Arena",5,"Enter_Zone",1
30.948,"Info","Arena",7,"Enter_Zone",2
30.948,"Info","Arena",8,"Enter_Zone",4
31.048,"Info","Arena",8,"Exit_Zone",4
31.048,"Info","Arena",8,"Enter_Zone",1
31.082,"Info","Arena",8,"Exit_Zone",1
31.082,"Info","Arena",8,"Enter_Zone",4
31.148,"Info","Arena",8,"Exit_Zone",4
31.148,"Info","Arena",8,"Enter_Zone",1
31.248,"Info","Arena",8,"Exit_Zone",1
31.248,"Info","Arena",8,"Enter_Zone",4
31.315,"Info","Arena",8,"Exit_Zone",4
31.315,"Info","Arena",8,"Enter_Zone",1
31.348,"Info","Arena",8,"Exit_Zone",1
31.348,"Info","Arena",8,"Enter_Zone",4
31.448,"Info","Arena",8,"Exit_Zone",4
31.448,"Info","Arena",8,"Enter_Zone",1
31.515,"Info","Arena",8,"Exit_Zone",1
31.515,"Info","Arena",8,"Enter_Zone",4
31.548,"Info","Arena",8,"Exit_Zone",4
31.548,"Info","Arena",8,"Enter_Zone",1
31.581,"Info","Arena",8,"Exit_Zone",1
31.581,"Info","Arena",8,"Enter_Zone",4
31.648,"Info","Arena",8,"Exit_Zone",4
31.648,"Info","Arena",8,"Enter_Zone",1
31.715,"Info","Arena",8,"Exit_Zone",1
31.715,"Info","Arena",8,"Enter_Zone",4
31.881,"Info","Arena",3,"Exit_Zone",1
31.881,"Info","Arena",3,"Enter_Zone",4
31.881,"Info","Arena",8,"Exit_Zone",4
31.881,"Info","Arena",8,"Enter_Zone",1
31.915,"Info","Arena",8,"Exit_Zone",1
31.915,"Info","Arena",8,"Enter_Zone",4
31.981,"Info","Arena",8,"Exit_Zone",4
31.981,"Info","Arena",8,"Enter_Zone",1
32.015,"Info","Arena",8,"Exit_Zone",1
32.015,"Info","Arena",8,"Enter_Zone",4
32.048,"Info","Arena",8,"Exit_Zone",4
32.048,"Info","Arena",8,"Enter_Zone",1
32.081,"Info","Arena",8,"Exit_Zone",1
32.081,"Info","Arena",8,"Enter_Zone",4
32.115,"Info","Arena",3,"Exit_Zone",4
32.115,"Info","Arena",3,"Enter_Zone",3
32.415,"Info","Arena",8,"Exit_Zone",4
32.415,"Info","Arena",8,"Enter_Zone",1
32.448,"Info","Arena",8,"Exit_Zone",1
32.448,"Info","Arena",8,"Enter_Zone",4
32.515,"Info","Arena",8,"Exit_Zone",4
32.515,"Info","Arena",8,"Enter_Zone",1
32.581,"Info","Arena",8,"Exit_Zone",1
32.581,"Info","Arena",8,"Enter_Zone",4
32.781,"Info","Arena",8,"Exit_Zone",4
32.781,"Info","Arena",8,"Enter_Zone",1
32.848,"Info","Arena",8,"Exit_Zone",1
32.848,"Info","Arena",8,"Enter_Zone",4
32.915,"Info","Arena",8,"Exit_Zone",4
32.915,"Info","Arena",8,"Enter_Zone",1
32.981,"Info","Arena",8,"Exit_Zone",1
32.981,"Info","Arena",8,"Enter_Zone",4
33.048,"Info","Arena",8,"Exit_Zone",4
33.048,"Info","Arena",8,"Enter_Zone",1
33.081,"Info","Arena",8,"Exit_Zone",1
33.081,"Info","Arena",8,"Enter_Zone",4
33.281,"Info","Arena",8,"Exit_Zone",4
33.281,"Info","Arena",8,"Enter_Zone",1
33.381,"Info","Arena",8,"Exit_Zone",1
33.381,"Info","Arena",8,"Enter_Zone",4
33.415,"Info","Arena",8,"Exit_Zone",4
33.415,"Info","Arena",8,"Enter_Zone",1
33.448,"Info","Arena",8,"Exit_Zone",1
33.448,"Info","Arena",8,"Enter_Zone",4
33.481,"Info","Arena",1,"Exit_Zone",2
33.481,"Info","Arena",1,"Enter_Zone",4
33.615,"Info","Arena",8,"Exit_Zone",4
33.615,"Info","Arena",8,"Enter_Zone",1
33.648,"Info","Arena",1,"Exit_Zone",4
